store_key	storename	address	telno	region_name	province_name	city_muni_name	latitude	longitude	Wheelchair-YES	Audio-YES
1112	Maceda	Maceda Street near corner EspaÐa Sampaloc Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6146	120.998		
1180	Bagong Silang	Langit Road Bagong Silang Caloocan City	998	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.7767	121.045		
1206	WCC	William Shaw St Coloocan City	922	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6562	120.991		
1226	Talisay	Brgy Poblacion Talisay Batangas		REGION IV-A (CALABARZON)	BATANGAS	TALISAY	14.0925	121.017		
1237	Manggahan	"Amang Rodriguez Ave., Manggahan Pasig City"	2391140	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.6064	121.092		
1241	Caltex San Pablo	Rizal Avenue San Pablo City Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PABLO CITY	14.072	121.321		
1248	P. Naval	P Naval Street Sampaloc Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6066	120.989		
1250	Sta. Ignacia	Romulo Highway Poblacion Sta Ignacia Tarlac	932	REGION III (Central Luzon)	TARLAC	SANTA IGNACIA	15.6168	120.435		
1252	Sto. Domingo N.E	Quezon Sto Domingo Road Sto Domingo Nueva Ecija		REGION III (Central Luzon)	NUEVA ECIJA	QUEZON	15.5929	120.874		
1262	CPI C5 Ugong	Barrio Ugong Pasig City	932	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5712	121.071		
1275	Legazpi 5	Imperial Street Brgy Bitano Legazpi City		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	13.1559	123.744		
1299	Caltex Lipa Balintawak	Brgy Balintawak Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9471	121.156		
1312	Dolores	Brgy Dolores San Fernando Pampanga		REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0441	120.674		
1205	Liloan Poblacion	Poblacion Liloan Cebu City			CEBU	LILO-AN	10.245	123.796		
1215	Bacolod Doctors	GF McMetroplex Aquino Drive Bacolod City		REGION VII (Central Visayas)			10.6785	122.96		
1217	i1 Building	i1 Building GF Asiatown IT Park Apas Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3287	123.907		
1264	Square One	singson village Tipolo Mandaue City Cebu		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	14.6993	121.06		
1267	Carcar City	Banili St Carcar City Rotunda Cebu		REGION VII (Central Visayas)	CEBU	CARCAR	10.1033	123.64		
1203	Lapu-Lapu Arcade	Arcade quezon National Highway Lapu-Lapu		REGION VII (Central Visayas)	CEBU	LAPU-LAPU CITY	10.3205	123.967		
1291	Macalelon	Brgy Poblacion Macalelon Quezon		REGION IV-A (CALABARZON)	QUEZON	MACALELON	13.7469	122.137		
1367	Assumption Ilo-Ilo	Quezon St Brgy Sampaguita Ilo Ilo City		REGION VII (Central Visayas)			10.7012	122.566		
1223	Forbeswood Parklane	Parklane Strip Rizal drive FBGC taguig		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5507	121.045		
1216	La Salle Bacolod	bacolod Negros Occidental University of La Salle		REGION VII (Central Visayas)			10.68	122.961		
1266	Poblacion Moalboal	Poblacion east Moalboal Cebu		REGION VII (Central Visayas)	CEBU	MOALBOAL	9.9395	123.394		
1290	Natividad Lopez	Natividad Lopez st Ermita Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.5905	120.984		
1174	Danao Mitsumi	Central Nautica Highway Sabang Danao City Cebu			CEBU	DANAO CITY	10.4929	124.029		
1184	Atherton	cor Atherton North Fairview Quezon City	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.7088	121.063		
1196	Sta. Rosa 6	Olympia Subd Brgy Labas Sta Rosa City Laguna			LAGUNA	CITY OF SANTA ROSA	14.3063	121.11		
1214	Bago City	Gen Luna St Poblacion Bago City Negros Occidental					10.5378	122.836		
1231	Camarin 3	San Isidro Kiko Camarin North Caloocan City	998	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.7569	121.061		
1235	11th Ave.	cor 11th Ave Grace Park Caloocan City	7756930	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6531	120.985		
1238	MPT Suites	Kalayaan Ave cor P Burgos St Bel air Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5639	121.03		
1239	Quiapo 2	374 Quezon Ave Quiapo Metro Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	QUIAPO	14.5972	120.984		
1244	Katipunan 2	Katipunan  Ave cor Esteban Abada Quezon City	9944815	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6325	121.074		
1296	BiÐan 6	Brgy San Francisco BiÐan Laguna			LAGUNA	BIãAN	14.3362	121.065		
1303	N. Garcia 2	cor Milagros St Brgy Valenzuela Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5667	121.017		
1307	Naic 3	Bo of Terminal Naic Cavite			CAVITE	NAIC	14.3547	120.924		
1311	RCBC The Fort	cor 5th Ave Bonifacio South Bonifacio Global City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5547	121.05		
1320	CPI Tayuman	1868 A H Lacson cor P Guevarra Sta Cruz Manila		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	14.6167	120.986		
1327	Silang 2	Bo Of San Miguel 1 Silang Cavite		REGION IV-A (CALABARZON)	CAVITE	SILANG	14.224	120.969		
1330	Legazpi 3	Magallanes St Brgy San Rafael Legazpi Albay		REGION V (Bicol Region)	ALBAY	LEGAZPI CITY (Capital)	13.1503	123.753		
992	RL Mall	Quirino Highway Brgy Guolod Novaliches	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.7214	121.04		
1270	Mandaue City Hall	The ellian Tower A Mabini St Mandaue City		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	10.3276	123.943		
1376	La Fiesta Hotel	l MH Del Pilar Ilo ilo R1 Ilo Ilo City		REGION VII (Central Visayas)			10.6993	122.552		
1136	"Rizal, N.E"	"Poblacion Sur, Rizal Nueva Ecija"			NUEVA ECIJA	RIZAL	15.7073	121.102		
1151	Adriatico Garden	"Adriatico St. Malate, Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5644	120.99		
1227	Harmony Hills	"Harmony Hills Subd, Muzon SJDM Bulacan"	7970328		ILOCOS SUR	SANTA MARIA	14.7844	121.03		
1232	Wynn Plaza	"1674 leon guinto,Malate,Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5753	120.991		
1243	Golden Acres	Talon 1 Las piÐas city		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF LAS PIãAS	14.4187	120.998		
1260	Sta. Ana-Market Plaza	"2235 M. Roxas cor Suter sts, Sta Ana Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SANTA ANA	14.5806	121.012		
1314	Sta. Maria Highway	Brgy Danuman West sta maria Ilocos Sur	925		ILOCOS SUR	SANTA MARIA	15.9803	120.7		
1328	Ternate	"cor.Sto NiÐo,Brgy Poblacion 2, Ternate Cavite"			CAVITE	TERNATE	14.2867	120.716		
1329	Alfonso 2	"Mangas St. Brgy, Luksuhin Alfonso, Cavite"			CAVITE	ALFONSO	14.0954	120.881		
1336	FEU-Paredes	Don Lorenzo Bldg.889 P.Paredes St Sampaloc Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6049	120.988		
1332	Navotas 2	E.Naval St brgy San Jose Navotas City	998	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF NAVOTAS	14.663	120.945		
1362	Pozorrubio	"Brgy Poblacion Pozorrubio, Pangasinan"	932	REGION I (Ilocos Region)	PANGASINAN	POZZORUBIO	16.1117	120.544		
1163	Francisco homes		932		BULACAN	CITY OF SAN JOSE DEL MONTE	14.8132	121.072		
1258	Farmers plaza 2		998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6206	121.052		
1288	Jetti dahlia		998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6993	121.06		
1338	Prince Plaza 2			NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5542	121.022		
1268	Sta. Lucia Residenze	Imelda Ave cor Marcos Highway cainta Rizal	93200	REGION IV-A (CALABARZON)	RIZAL	CAINTA	14.6172	121.099		
1278	ETON Greenbelt Parkview	Legaspi Village Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5532	121.017		
1280	Caltex Regalado	"Commonwealth Ave,cor Regalado fairview Quezon city"	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.7067	121.07		
1287	Candelaria Poblacion	"JP Rizal st, cor Valle st Candelaria Quezon"			ZAMBALES	CANDELARIA	13.9286	121.423		
1297	Dita 2	"Brgy Dita, Sta. Rosa Laguna"		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2813	121.112		
1300	San Pedro 6	26 Brgy Riverside San pedro Laguna			LAGUNA	SAN PEDRO	14.246	121.129		
1301	Orion Bataan	Orion Bataan	923		BATAAN	ORION	14.6212	120.577		
1302	Corporate Center	Salcedo village Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5581	121.022		
1309	LHK Square	288 N. domingo San juan City	943	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	14.3638	121.016		
1315	Escriva	Amber square escriva Drive ortigas Pasig city	943	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5781	121.06		
1317	Admiral	"Admiral road, Talon 3 Las pinas City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF LAS PIãAS	14.2628	121		
1337	Mayapyap	Cabanatuan city Nueva ecija	998		NUEVA ECIJA	CABANATUAN CITY	15.5188	120.953		
1339	Laoag 2	"Sta, Angela Rurban Laoag city Ilocos City"	922		ILOCOS NORTE	LAOAG CITY (Capital)	18.1949	120.591		
1340	Evangelista 2	Brgy Pio del pilar Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.3256	121.038		
1359	Alcala	"National road,Alcala poblacion Pangasinan"	925		PANGASINAN	ALCALA	14.5799	121.135		
1366	Dapitan 2	"Dapitan St, Sampaloc Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6125	120.989		
1382	Rosales	Brgy Poblacion Rosales Pangasinan	932		PANGASINAN	ROSALES	15.8941	120.631		
1245	Katipunan 3	Dela rosa Loyola Heights Balara Quezon City		NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6405	121.074		
1335	Baesa	Quirino Highway Baling Bato Balintawak Quezon city	943	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6667	121.007		
1351	Morong Poblacion	65 Tomas Claudio st Brgy San Juan Morong Rizal	922		BATAAN	MORONG	14.5153	121.239		
1167	Samson Road	Sangandaan Caloocan City	943	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6578	120.976		
1222	BF Homes Aguirre	BF homes ParaÐaque City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.2641	121.142		
1234	Adriatico Courtyard	"Adriatico st, Malate Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.3352	120.592		
1263	Talisay Negros	Bonifacio st Talisay Negros occidental					10.7381	122.967		
1265	CDH	Brgy Capitol city Of Cebu			CEBU	CEBU CITY	10.3136	123.893		
1272	Sacred Heart Hospital	"Urgello st, Cebu City"		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2992	123.898		
1273	Tunasan	Tunasan Muntinlupa City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MUNTINLUPA	14.3762	121.047		
1279	The Beacon	San Lorenzo Village Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.52	121.018		
1283	Caltex Opon	Sangi Road Lapu-Lapu City		REGION VII (Central Visayas)	CEBU	LAPU-LAPU CITY	10.3115	123.954		
1284	Bacolod Regional Hospital	N & M Phamacy Lacson st Bacolod City					10.672	122.952		
1285	Eusebio Arcade	Bacolod City Negros Occidental					10.6636	122.944		
1286	Sum-Ag	Bacolod city Negros Occidental					10.6004	122.919		
1321	Punta Princesa	Llamas st Punta Princesa Cebu city			CEBU	CEBU CITY	10.2958	123.87		
1322	Royal Gold Plaza	AC Cortes Avenue Guizo Mandaue City			CEBU	MANDAUE CITY	10.3346	123.941		
1323	City Time Square	"Brgy Subangdaku,NRA Manduae City Cebu"			CEBU	MANDAUE CITY	10.3262	123.934		
1325	Wilson Abad Santos	Little Bagiuo San juan City	4752492	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	14.3553	121.022		
1341	AIC Empire Sapphire	Ortigas Center Pasig City	943	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5898	121.061		
1342	BSA Twin Towers	"Ortigas Center, Mandaluyong City"	943	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5858	121.058		
1343	Suntree Tower	"San Antonio, Ortigas Center Pasig City"	932	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5864	121.063		
1350	Sandra Mall	Sandra st. Angeles City	905		PAMPANGA	ANGELES CITY	15.1367	120.586		
1353	Liberty Shaw	"LIberty center shaw blvd, Mandaluyong City"	942	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5888	121.042		
1356	Lucena Diversion	"Brgy, Gulang Gulang Lucena City,Quezon"			QUEZON	LUCENA CITY (Capital)	13.9641	121.609		
1370	WVCST Burgos	50 Burgos st La paz iloilo					10.7147	122.567		
1371	La Paz Plaza	Divinagracia district of La paz Iloilo city					10.7103	122.57		
1386	Binangonan 4	Brgy Tayuman Binangonan Rizal	923		RIZAL	BINANGONAN	14.5133	121.163		
1387	Zerenity Suites	San Miguel road brgy Apas Cebu City			CEBU	CEBU CITY	10.3328	123.907		
1388	Naga Cebu	West Poblacion Naga City Cebu			CEBU	NAGA	10.123	123.453		
1401	University of Iloilo	"Mapa s, iloilo City"					10.692	122.57		
1405	San Juan Batangas	General Luna st San Juan Batangas			ABRA	SAN JUAN	13.8256	121.393		
1409	Batangas 5	Brgy Balagtas Batangas City Batangas			BATANGAS	BATANGAS CITY (Capital)	13.7919	121.07		
1410	Tagaytay 5	"Maharlika west, Tagaytay City Cavite"			CAVITE	TAGAYTAY CITY	14.3547	120.924		
1419	Malabon Poblacion	San Agustin Malabon City	2946518	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF MALABON	14.6582	120.952		
1421	Bigte	"Bigte,Norzagaray Bulacan"	932		BULACAN	NORZAGARAY	14.8568	121.085		
1428	PTT Boton	Subic Bay Freeport Zone Pampanga	921	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.7945	120.291		
1429	"Botolan, Zambales"	"Paco Botolan, Zambales"	930	REGION III (Central Luzon)	ZAMBALES	BOTOLAN	15.2885	120.024		
1436	"Sta Cruz, Zambales"	Poblacion Santa Cruz Zambales	923		"NCR, CITY OF MANILA, FIRST DISTRICT"	SANTA CRUZ	15.7629	119.911		
1439	San Beda	San Miguel Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAN MIGUEL	14.5985	120.994		
1358	Nagcarlan	Brgy Pobalacion Nagcarlan Laguna			LAGUNA	NAGCARLAN	14.3364	120.86		
1377	Tune Hotel QC	100 Lot 8 Timog Ave Quezon city	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6331	121.041		
1378	Royal Plaza	"648 Remedios st, Malate Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.571	120.988		
1408	G.Tuazon 3	Balic Balic sampaloc Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6086	121.004		
1424	Maligaya Park	Pasong Putik Quezon City	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.7378	121.058		
1224	V Corporate Center	"125 LP Leviste, Salcedo Village Makati City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5604	121.025		
1240	LSPU-San Pablo	San Pablo City Laguna			LAGUNA	SAN PABLO CITY	14.0813	121.312		
1345	Kamias 2	"# 1 Kamias road, Quezon City"	932	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6309	121.046		
1347	Sagandaan(Tandang Sora Ext.)	Brgy Sangandaan Quezon City	917	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.68	121.018		
1168	ACT Tower	"135 H.V Dela Costa st, Makati City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5618	121.023		
1257	Manhattan Parkview	Manhattan Parkview Retail	907	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6229	121.055		
1304	Trece 4	"Brgy Luciano, Trece Martirez Cavite"			CAVITE	TRECE MARTIRES CITY (Capital)	14.2751	120.871		
1319	Trece 3	Brgy Luciano Trece Martirez City			CAVITE	TRECE MARTIRES CITY (Capital)	14.2802	120.869		
1349	WPAZ	"349 JP Rizal st, Sta Elena Marikina City"	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	14.6324	121.095		
1385	Marco Polo	Ortigas Center Pasig City	917	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5874	121.063		
1412	Tanza Bagtas	Brgy Bagtas Tanza Cavite			CAVITE	TANZA	14.3361	120.86		
1413	Tanza Amaya	Amaya road brgy Amaya-I Tanza Cavite			CAVITE	TANZA	14.3806	120.836		
1437	Manila Sanitarium	"San Juan st, Pasay City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	PASAY CITY	14.6137	121.035		
1450	Goa	San Jose st Goa Camarines Sur			CAMARINES SUR	GOA	13.7255	123.529		
1192	Red Square	"P.Jacinto st,Caloocan City"	925	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.7189	121.005		
1201	LB City Hall	Los BaÐos Laguna		REGION IV-A (CALABARZON)	LAGUNA	LOS BAãOS	14.4561	121.184		
1225	Laurel Batangas	"Poblacion3, Laurel Batangas"			BATANGAS	LAUREL	14.0537	120.933		
1331	BDO Greenhills	Roosevelt Ave. Greenhills San Juan City	4752464	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	14.603	121.045		
1348	Calumpang	"Manuel Roxas st, Brgy Calumpang Marikina City"		NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	14.6233	121.096		
1485	Tagaytay Highlands	Tagaytay Highlands Tagaytay Cavite			CAVITE	TAGAYTAY CITY	14.1402	121.037		
1368	Injap Tower	"Road and Jaladoni st, Mandurrio Iloilo City"					10.7141	122.553		
1306	Bagong Bario	Balintawak Subdivision Caloocan City	925	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6645	120.996		
1363	Kaybiga	Kaybiga Road Caloocan city	998	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.4309	121.002		
1364	Unioil Kalayaan	"Unioil Kalayaan station, Malingap st Quezon City"	3513072	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6419	121.048		
1308	Paliparan 3	Brgy Paliparan DasmariÐas Cavite		REGION IV-A (CALABARZON)	CAVITE	DASMARIãAS	14.373	120.929		
1334	Iriga 2	San Francisco Iriga City Camarines Sur			CAMARINES SUR	IRIGA CITY	13.4211	123.414		
1354	Anabu Imus	917 Anabu I-F Imus Cavite			CAVITE	IMUS	14.3989	120.94		
1404	Amadeo Cavite	"119 A. Mabini st, Amadeo Cavite Poblacion"			CAVITE	AMADEO	14.1695	120.922		
1445	Mabuhay City	Cabuyao City Laguna			LAGUNA	CABUYAO				
1298	CEO Flats	Bel Air Village Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5564	121.035		
1414	Villasis	Brgy Pobalacion Villasis Pangasinan	922	REGION I (Ilocos Region)	PANGASINAN	VILLASIS	15.9005	120.588		
1292	"Ugong,Valenzuela"	Brgy. Ugong Valenzuela City	948	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF VALENZUELA	14.8094	120.058		
1398	Mactan Doctor's Hospital	"Washington st,cor Cagudoy st. Lapu-Lapu City"			CEBU	LAPU-LAPU CITY	10.2904	123.967		
1447	Daang-Batang	Rodriquez Ave. San Agustin ParaÐaque City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.4923	121.015		
1383	Uptown Place	"General Luna st, Iloilo City"					10.7002	122.556		
1375	Fuente Circle	Fuente OsmeÐa Blvd. Cebu City			CEBU	CEBU CITY	10.3096	123.894		
1384	Princeton Residences	Aurora Blvd. Quezon City		NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6133	121.034		
1269	Shaw MRT	Second Floor Concourse Southbound CS-2		NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5809	121.053		
1271	UC Main	"Sanciangco st, Cebu City"		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2976	123.897		
1281	Bayfront Hotel	"Kaoshiung st, North Reclamation Area Cebu City"		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3116	123.921		
1355	San Mateo 3	Brgy Maly San Mateo Rizal		REGION IV-A (CALABARZON)	RIZAL	SAN MATEO	14.7103	121.133		
1361	Rancho	Concepcion 2 Marikina City	922	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	14.6421	121.122		
1372	JM Basa	"Basa st, cor Adeguer st Iloilo City"					10.6944	122.571		
1390	Cordova	Poblacion Cordova Cebu			CEBU	CORDOVA	10.2526	123.949		
1392	Kabankalan	"Guanzon st, Kabankalan City Negros Occidental"					9.99523	122.815		
1397	Two Quad	Cebu Business Park Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3142	123.905		
1399	Argao	National Highway Argao Cebu		REGION VII (Central Visayas)	CEBU	ARGAO	9.88119	123.605		
1400	Guadalupe Church	"Rama Ave, Guadalupe Cebu City"		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3296	123.881		
1402	Talamban Proper	Dr. J.B Vizcayno Bldg. Talamban Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2137	123.546		
1425	Canduman	National Highway Basak Mandaue City								
1464	Cebu San Nicolas	"Aranas st, cor T. Abellas st Cebu City"		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2938	123.891		
1491	Bel-Air Soho	"Badajos st, Brgy Poblacion Makati City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5626	121.029		
1310	Seaoil P. Tuazon	"P. Tuazon St,. Cubao Quezon City"	906	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6162	121.053		
1433	Vicas Caloocan	"Congressional Road Ext,.Vicas North Caloocan City"		NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.7476	121.034		
1498	BiÐan Doctors	Bgry Platero BiÐan City Laguna		REGION IV-A (CALABARZON)	LAGUNA	BIãAN	14.29	121.401		
1504	PKI Lipa	Brgy. Inosluban Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9744	121.168		
1505	Batangas 6	"P. Prieto St,. Batangas City"		REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (Capital)	14.2117	120.553		
1352	Betterliving 5	"Fastrack st, Brgy Moonwalk ParaÐaque City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.4899	121.018		
1380	Lower Bicutan 2	"# 1 M.L Quezon st,,Lower Bicutan Taguig City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5085	121.066		
1393	Villamonte	Bacolod City Negros Occidental					10.6685	122.965		
1432	Tayud	Bagong Daan Road Tayid Liloan Cebu					10.3743	123.989		
1456	Yati Market	"Distribution and Trading Inc,. Yati Liloan Cebu"								
1460	Carcar 2	National Highway Poblacion Carcar Cebu					10.1092	123.647		
1482	San Agustin Iloilo	"10 Jalandoni st, Brgy Vill Anita,, Iloilo City"					10.6994	122.562		
1499	Sanciangko	"Panganiban st, Pahina Central Cebu City"		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2964	123.892		
1443	M Place	Panay Ave. South Triangle Quezon City	998	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.639	121.033		
1471	Sual	National Highway Brgy Poblacion Sual Pangasinan	929	REGION I (Ilocos Region)	PANGASINAN	SUAL	16.3655	120.186		
1472	Bacnotan	National Highway Poblacion Banotan La Union	942		LA UNION	BACNOTAN	16.7192	120.348		
1473	Magalang Avenue	Magalang Ave. Angeles City Pampanga	935		PAMPANGA	ANGELES CITY	15.1488	120.594		
1534	PTT Lucena	Bacohan Lucena City Quezon		REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9615	121.593		
1564	West Negros University	Bacolod City Negros Occidental					10.6689	122.957		
1577	"Cabiao, N.E."	Poblacion Road Cabiao Nueva Ecija Poblacion	933	REGION III (Central Luzon)	NUEVA ECIJA	CABIAO	15.2497	120.858		
1452	Sauyo	Sauyo Novaliches Quezon City		NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6233	121.028		
1515	La Union 3	Poblacion San Fernando La Union	923	REGION I (Ilocos Region)	LA UNION	CITY OF SAN FERNANDO (Capital)	16.6152	120.317		
1418	Salcedo 2	"1519 Salcedo st, Legazpi Village Makati City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.3227	121.054		
1469	Linear Makati	San Antonio Village Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5588	121.008		
1481	Legarda-Arlegui	"Arlegui st, Quiapo Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	QUIAPO	14.5965	120.99		
1488	"Tambo Exit, Lipa"	Tambo Exit Brgy Tambo Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9425	121.136		
1490	University Tower	University tower Malate Pedro Gil Malate Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5751	120.987		
1529	City Oil Old Sta. Mesa	"4872 Old Sta, Mesa Rd,. Sampaloc Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.601	121.02		
